"","region","state","age","sex","maritl","educ","race","status","work","hours","hourrt","earnings"
"3525",4,6,48,"Female",1,"Bachelor's degree",4,1,1,40,40,1600
"3526",4,6,55,"Male",1,"Associate degree",4,1,1,40,35,1400
"3527",4,6,20,"Female",6,"High school",4,1,1,16,16,256
"3528",4,6,19,"Female",6,"High school",4,1,1,16,16,256
"3529",4,6,59,"Female",1,"Associate degree",1,2,2,40,30,1200
"3530",4,6,36,"Female",4,"Bachelor's degree",1,1,1,25,25,626
"3531",4,6,34,"Male",6,"Associate degree",10,1,1,40,40,1600
"3532",4,6,32,"Female",6,"High school",3,1,1,40,30,1200
"3533",4,6,50,"Female",4,"No high school",1,1,1,25,18.5,482.5
"3534",4,6,42,"Female",1,"High school",1,1,1,14,2.34,532.76
"3535",4,8,29,"Female",6,"Bachelor's degree",8,1,1,35,50,1750
"3536",4,8,18,"Male",6,"No high school",7,1,1,25,16.5,412
"3537",4,8,15,"Male",6,"No high school",7,1,1,22,16.75,368
"3538",4,8,58,"Male",6,"High school",1,1,1,40,35,1400
"3539",4,8,34,"Female",6,"Associate degree",1,1,1,40,23.65,946
"3540",4,8,54,"Female",4,"Associate degree",1,1,1,15,17.5,262.5
"3541",1,9,27,"Female",6,"Bachelor's degree",1,1,1,20,15,300
"3542",1,9,25,"Male",6,"No high school",1,1,1,20,18,360
"3543",3,10,56,"Female",1,"High school",1,1,1,40,26.39,1055.6
"3544",3,10,55,"Male",1,"High school",1,1,1,40,28,1120
"3545",3,10,44,"Male",1,"High school",1,1,1,40,18.5,740
"3546",3,12,36,"Male",6,"No high school",1,1,1,40,18.25,730
"3547",3,12,52,"Female",1,"Bachelor's degree",1,1,1,40,65.89,3320
"3548",3,12,18,"Female",6,"High school",1,1,1,20,13,260
"3549",3,12,61,"Female",1,"High school",1,1,1,40,20,800
"3550",3,12,37,"Male",6,"High school",1,1,1,40,27,1080
"3551",3,12,55,"Female",1,"Bachelor's degree",1,1,1,40,30,1200
"3552",3,12,43,"Male",4,"High school",1,1,1,40,17,680
"3553",3,12,42,"Female",4,"High school",1,1,1,40,16,640
"3554",3,12,17,"Male",6,"No high school",1,1,1,20,11,220
"3555",3,12,39,"Male",1,"High school",1,1,1,40,35,1400
"3556",3,12,39,"Female",1,"Bachelor's degree",1,1,1,45,24,1080
"3557",3,12,33,"Male",1,"Associate degree",1,1,1,50,17.5,1138
"3558",3,12,62,"Female",4,"High school",4,1,1,40,16,640
"3559",3,12,30,"Male",6,"High school",4,1,1,40,15,600
"3560",3,12,63,"Female",4,"Bachelor's degree",1,1,1,43,30,1290
"3561",3,12,50,"Female",6,"Bachelor's degree",4,1,1,40,27,1080
"3562",3,12,27,"Male",6,"High school",1,1,1,40,35,1400
"3563",3,12,29,"Female",6,"High school",1,1,1,10,13,160
"3564",3,12,56,"Female",4,"High school",1,1,1,35,40,1400
"3565",3,12,56,"Male",4,"High school",1,1,1,40,18,720
"3566",3,12,23,"Male",6,"High school",2,1,1,35,15,526
"3567",3,13,31,"Male",6,"High school",2,1,1,40,28.75,1150
"3568",4,15,20,"Female",1,"Associate degree",1,1,1,30,17.17,515.1
"3569",4,15,24,"Male",6,"High school",2,1,1,40,16,640
"3570",4,15,49,"Female",2,"Associate degree",4,1,1,40,16,640
"3571",4,15,27,"Female",2,"High school",4,1,1,16,16.5,264
"3572",4,15,69,"Female",1,"No high school",4,1,1,20,13,260
"3573",4,15,72,"Male",1,"High school",4,1,1,40,15.5,620
"3574",4,15,47,"Female",3,"Associate degree",4,1,1,30,15.5,465
"3575",4,15,22,"Male",6,"High school",4,1,1,40,20,800
"3576",4,15,45,"Male",2,"Bachelor's degree",4,1,1,40,17,680
"3577",4,15,43,"Male",2,"High school",4,1,1,40,15.5,620
"3578",4,15,54,"Male",1,"Bachelor's degree",8,1,1,40,19,760
"3579",4,15,53,"Male",6,"Associate degree",4,1,1,40,21,840
"3580",4,15,54,"Female",4,"Bachelor's degree",4,1,1,40,19,760
"3581",4,15,48,"Female",1,"High school",8,1,1,40,10,400
"3582",4,15,25,"Male",6,"High school",8,1,1,40,15,600
"3583",4,16,25,"Male",6,"High school",1,1,1,35,17,596
"3584",4,16,29,"Female",1,"Bachelor's degree",1,1,1,40,19,760
"3585",4,16,43,"Female",6,"High school",1,1,1,40,25,1000
"3586",4,16,59,"Female",1,"Bachelor's degree",1,1,1,40,48,1920
"3587",4,16,52,"Male",1,"High school",1,2,2,40,39,1560
"3588",2,17,16,"Male",6,"No high school",1,1,1,25,16,400
"3589",2,17,52,"Male",2,"High school",1,1,1,40,39,1560
"3590",2,17,57,"Male",1,"High school",1,1,1,40,17,680
"3591",2,17,21,"Male",6,"High school",8,1,1,40,18,720
"3592",2,17,61,"Female",1,"Associate degree",1,1,1,35,45.5,1790
"3593",2,17,63,"Male",1,"High school",1,1,1,40,50,2000
"3594",2,17,35,"Female",4,"High school",1,1,1,30,15,470
"3595",2,17,18,"Female",6,"High school",1,1,1,30,13,390
"3596",2,18,35,"Female",1,"Bachelor's degree",1,1,1,32,15,480
"3597",2,18,60,"Male",1,"Bachelor's degree",1,1,1,8,15,120
"3598",2,18,23,"Male",6,"Associate degree",1,1,1,20,15,300
"3599",2,19,31,"Female",1,"High school",1,1,1,40,29,1160
"3600",2,19,30,"Male",1,"Associate degree",1,1,1,40,33,1320
"3601",2,19,17,"Female",6,"No high school",1,1,1,12,12,144
"3602",2,20,29,"Female",6,"Bachelor's degree",4,1,1,36,44,2184
"3603",3,21,30,"Female",6,"High school",6,1,1,30,10,300
"3604",3,22,34,"Female",6,"Associate degree",2,1,1,40,18,720
"3605",1,23,39,"Male",1,"High school",1,1,1,50,31,1550
"3606",1,23,38,"Female",1,"High school",1,1,1,40,27.5,1100
"3607",1,25,16,"Male",6,"No high school",1,1,1,20,12,240
"3608",1,25,16,"Male",6,"No high school",1,1,1,6,15.5,94
"3609",2,26,73,"Female",4,"High school",1,1,1,20,15.25,305
"3610",2,26,42,"Male",4,"High school",1,1,1,40,19,760
"3611",2,26,31,"Female",6,"Bachelor's degree",1,1,1,30,23,690
"3612",2,26,57,"Female",1,"Bachelor's degree",1,1,1,30,17,510
"3613",2,26,32,"Male",6,"Bachelor's degree",1,1,1,40,18.8,752
"3614",2,26,26,"Female",6,"High school",1,1,1,40,15,600
"3615",2,26,27,"Male",4,"Associate degree",1,1,1,45,16,720
"3616",2,26,67,"Male",1,"Bachelor's degree",1,2,2,25,18.5,462.5
"3617",2,27,19,"Male",6,"High school",1,1,1,15,15,225
"3618",3,28,25,"Male",6,"High school",2,1,1,40,15,600
"3619",2,29,43,"Male",1,"Associate degree",1,1,1,50,28,1572.5
"3620",2,29,39,"Female",1,"Bachelor's degree",1,1,1,40,25.75,1030
"3621",2,29,20,"Male",6,"High school",1,1,1,40,22,880
"3622",2,29,39,"Female",6,"Bachelor's degree",1,1,1,40,20,800
"3623",2,29,35,"Female",6,"High school",1,1,1,40,23,920
"3624",2,29,25,"Male",6,"High school",1,1,1,35,5.5,192.5
"3625",4,30,62,"Male",4,"High school",3,1,1,40,21.65,866
"3626",4,30,76,"Female",2,"Associate degree",1,1,1,8,14,112
"3627",4,30,49,"Female",4,"High school",1,1,1,40,10,400
"3628",4,30,52,"Male",1,"Bachelor's degree",1,1,1,35,38,1520
"3629",4,30,43,"Female",1,"Bachelor's degree",1,1,1,40,45,1800
"3630",4,30,43,"Male",1,"High school",1,1,1,40,26.24,1050.6
"3631",2,31,18,"Female",6,"High school",2,1,1,20,16,320
"3632",2,31,60,"Male",1,"High school",1,1,1,40,21,1150
"3633",2,31,53,"Male",5,"High school",1,1,1,40,28,1122
"3634",4,32,22,"Male",6,"High school",1,1,1,40,21,840
"3635",4,32,21,"Female",6,"High school",1,1,1,40,18,720
"3636",4,32,22,"Male",6,"High school",1,1,1,40,32,2080
"3637",4,32,23,"Female",6,"High school",1,1,1,40,18,766.25
"3638",4,32,36,"Male",4,"High school",2,1,1,40,23.69,947.6
"3639",4,32,28,"Female",6,"No high school",2,1,1,36,18,648
"3640",4,32,57,"Male",5,"High school",2,1,1,40,22,946
"3641",4,32,29,"Male",6,"High school",3,1,1,30,2.5,75
"3642",4,32,52,"Male",6,"High school",1,1,1,40,22.65,906
"3643",4,32,37,"Male",1,"High school",1,1,1,40,29.5,1180
"3644",4,32,32,"Female",1,"High school",1,1,1,40,23,920
"3645",1,34,71,"Female",3,"High school",1,1,1,40,25,1000
"3646",1,34,79,"Male",3,"High school",1,1,1,25,20.5,512
"3647",1,34,52,"Male",1,"High school",1,1,1,40,28,1120
"3648",1,34,46,"Female",1,"Associate degree",1,1,1,40,15,600
"3649",1,34,24,"Male",6,"High school",1,1,1,24,21,504
"3650",1,34,19,"Male",6,"High school",1,1,1,26,16.7,434
"3651",1,34,62,"Male",1,"High school",1,1,1,40,33.5,1340
"3652",1,34,43,"Female",1,"Bachelor's degree",1,1,1,24,60,1440
"3653",4,35,46,"Female",1,"No high school",1,1,1,40,12,480
"3654",4,35,49,"Male",1,"No high school",1,1,1,40,25,1000
"3655",4,35,16,"Male",6,"No high school",1,1,1,30,10.15,304
"3656",4,35,54,"Female",1,"Associate degree",1,1,1,40,21.5,1400
"3657",4,35,54,"Male",1,"Associate degree",1,1,1,40,28,1120
"3658",4,35,46,"Male",1,"High school",1,1,1,40,20,800
"3659",1,36,35,"Female",1,"High school",4,1,1,14,18,252
"3660",1,36,20,"Female",6,"Associate degree",1,2,2,25,18,450
"3661",1,36,40,"Female",2,"Bachelor's degree",2,1,1,40,25,1000
"3662",1,36,25,"Female",6,"High school",1,1,-1,40,20,800
"3663",3,37,45,"Male",1,"High school",1,1,1,40,25,1000
"3664",3,37,43,"Female",1,"Bachelor's degree",1,1,1,40,30,1200
"3665",3,37,28,"Male",6,"Bachelor's degree",1,1,1,40,33.55,1942
"3666",3,37,38,"Male",6,"High school",1,1,1,75,18.5,1387.5
"3667",3,37,29,"Female",1,"High school",1,1,1,40,19,1136
"3668",3,37,29,"Male",1,"High school",1,1,1,40,24,960
"3669",3,37,31,"Female",1,"High school",1,2,2,40,20,800
"3670",3,37,27,"Male",1,"High school",2,1,1,40,21,840
"3671",3,37,63,"Female",1,"Bachelor's degree",4,1,1,2,35,70
"3672",3,37,42,"Female",1,"High school",1,1,1,40,20,800
"3673",3,37,41,"Male",1,"No high school",2,1,1,40,15,600
"3674",3,37,22,"Male",2,"High school",4,1,1,40,16,640
"3675",3,37,51,"Female",1,"Bachelor's degree",4,1,1,40,18,720
"3676",3,37,23,"Male",6,"High school",4,1,1,40,16.25,650
"3677",2,38,44,"Male",6,"High school",1,1,1,45,17,765
"3678",2,38,30,"Female",5,"Bachelor's degree",1,2,2,40,18,720
"3679",2,38,21,"Male",6,"High school",1,1,1,40,23,920
"3680",2,38,19,"Male",6,"High school",1,1,1,40,27,1080
"3681",2,38,23,"Male",6,"Bachelor's degree",1,1,1,40,14,560
"3682",2,38,41,"Male",4,"High school",1,1,1,40,13,520
"3683",2,38,35,"Female",6,"High school",1,1,1,40,20,800
"3684",2,38,20,"Male",6,"High school",1,1,1,40,19,760
"3685",2,39,27,"Male",6,"Bachelor's degree",1,1,1,40,10.9,1440
"3686",2,39,52,"Female",1,"Bachelor's degree",1,1,1,40,27,1080
"3687",2,39,49,"Female",4,"High school",1,1,1,40,18,720
"3688",2,39,23,"Male",6,"Bachelor's degree",1,1,1,40,41,1640
"3689",2,39,21,"Male",6,"High school",1,1,1,40,15,600
"3690",2,39,28,"Female",6,"High school",1,1,1,35,19,665
"3691",2,39,16,"Male",6,"No high school",1,1,1,40,13.5,540
"3692",3,40,34,"Female",1,"High school",1,1,1,40,20,800
"3693",3,40,36,"Female",1,"High school",8,1,1,32,15,480
"3694",3,40,36,"Male",1,"High school",1,1,1,30,15,850
"3695",3,40,32,"Male",6,"High school",1,1,1,50,20,1000
"3696",4,41,68,"Female",1,"High school",1,1,1,40,17,680
"3697",4,41,42,"Female",1,"High school",1,1,1,35,30,1050
"3698",1,42,26,"Female",6,"High school",1,1,1,25,25,626
"3699",1,42,26,"Male",6,"High school",1,1,1,28,15,420
"3700",1,42,22,"Male",6,"Associate degree",1,1,1,40,22.5,900
"3701",1,42,20,"Female",6,"Associate degree",1,1,1,9,15,450
"3702",1,42,27,"Male",6,"High school",1,1,1,35,14,490
"3703",1,42,61,"Female",3,"High school",1,1,1,4,15,60
"3704",1,44,23,"Male",6,"High school",1,1,1,40,24,1140
"3705",3,45,33,"Male",1,"High school",1,1,1,40,22,880
"3706",3,45,19,"Male",6,"High school",1,1,1,40,15,600
"3707",3,45,16,"Female",6,"No high school",1,1,1,15,12,180
"3708",2,46,42,"Female",1,"Associate degree",1,1,1,30,32,960
"3709",2,46,61,"Male",6,"High school",1,1,1,40,22,1705
"3710",3,47,26,"Female",6,"Associate degree",1,1,1,39,19,742
"3711",3,48,79,"Male",1,"High school",1,1,1,40,18,720
"3712",3,48,65,"Male",4,"No high school",2,1,1,40,17.5,700
"3713",4,49,40,"Male",1,"Bachelor's degree",1,1,1,40,37,1480
"3714",4,49,70,"Female",3,"No high school",2,1,1,40,16,640
"3715",4,49,34,"Female",1,"High school",1,1,1,40,16.5,660
"3716",4,49,45,"Female",1,"High school",1,1,1,40,28,1120
"3717",4,49,18,"Female",6,"High school",1,1,1,32,17.5,560
"3718",3,51,34,"Female",1,"High school",1,1,1,40,19.65,840
"3719",3,51,59,"Male",6,"High school",1,1,1,40,13,520
"3720",3,51,54,"Female",1,"Bachelor's degree",1,1,1,25,12,300
"3721",3,51,48,"Male",1,"High school",2,1,1,40,22,880
"3722",3,51,20,"Female",6,"High school",2,2,2,20,20,400
"3723",3,51,48,"Female",6,"High school",1,1,1,39,16,624
"3724",3,51,20,"Male",6,"High school",1,1,1,35,14,490
"3725",3,51,44,"Male",1,"High school",1,1,1,40,19,760
"3726",3,51,22,"Female",6,"High school",1,1,1,35,18,630
"3727",3,51,23,"Female",6,"High school",2,1,1,40,12.75,510
"3728",4,53,35,"Male",6,"High school",2,1,1,35,14,1016
"3729",4,53,24,"Female",6,"High school",1,1,1,35,18,914
"3730",4,53,70,"Male",1,"High school",1,1,1,40,22,880
"3731",4,53,45,"Female",1,"Bachelor's degree",1,1,1,36,68,2448
"3732",4,53,46,"Male",6,"Associate degree",3,1,1,40,65.89,2240
"3733",4,53,43,"Male",1,"Bachelor's degree",1,1,1,40,33.1,1368
"3734",3,54,53,"Female",1,"High school",1,1,1,40,18.65,746
"3735",3,54,55,"Male",1,"Bachelor's degree",1,1,1,40,20,800
"3736",2,55,49,"Female",4,"Associate degree",1,1,1,40,21,840
"3737",4,56,34,"Male",6,"High school",1,1,1,40,29,1160
"3738",4,56,27,"Male",6,"Associate degree",1,1,1,40,25.55,1022
"3739",4,56,64,"Female",1,"High school",1,1,1,20,25,500
"3740",4,56,52,"Female",3,"High school",1,1,1,45,26,1170
"3741",4,56,45,"Female",1,"Bachelor's degree",1,1,1,18,13,234
"3742",4,56,44,"Male",1,"Bachelor's degree",1,1,1,40,48,1920
"3743",4,56,30,"Male",1,"High school",1,1,1,40,12,480
"3744",3,5,31,"Female",2,"Associate degree",1,1,1,36,12,432
"3745",3,5,39,"Male",6,"High school",1,1,1,36,16.25,586
"3746",3,5,55,"Female",4,"High school",1,1,1,9,13.25,120
"3747",3,5,37,"Male",6,"High school",1,1,1,40,65.89,2560
"3748",3,5,34,"Female",4,"High school",1,1,1,40,21,840
"3749",3,5,30,"Male",6,"High school",1,1,1,48,22,1056
"3750",4,15,36,"Female",1,"High school",2,1,1,20,18.5,370
"3751",4,15,33,"Male",1,"High school",4,1,1,40,12,555
"3752",4,16,61,"Female",3,"Associate degree",1,1,1,35,18.7,654.5
"3753",4,16,21,"Female",6,"High school",1,1,1,40,13.5,540
"3754",2,20,59,"Female",1,"Bachelor's degree",1,1,1,18,18,324
"3755",2,20,25,"Male",6,"High school",1,1,1,25,17,400
"3756",3,21,20,"Male",1,"High school",1,1,1,40,17.5,700
"3757",3,21,21,"Female",1,"High school",1,1,1,40,25,1000
"3758",3,21,62,"Female",6,"High school",1,1,1,40,21,840
"3759",3,21,37,"Female",6,"Bachelor's degree",1,2,2,2,75,150
"3760",3,22,69,"Male",1,"High school",1,1,1,35,25,875
"3761",3,22,69,"Female",1,"Associate degree",1,1,1,35,15,525
"3762",3,22,40,"Female",6,"Bachelor's degree",1,1,1,35,18.5,647.5
"3763",4,30,66,"Female",1,"High school",1,1,1,40,30,1200
"3764",4,30,24,"Male",6,"High school",1,1,1,28,13,364
"3765",2,31,23,"Male",6,"Associate degree",1,1,1,36,13,468
"3766",2,31,34,"Female",6,"Associate degree",1,1,1,35,14,1490
"3767",4,35,49,"Female",6,"Associate degree",3,1,1,32,55,1760
"3768",4,35,49,"Male",6,"High school",3,1,1,40,27,1112
"3769",4,35,16,"Male",6,"No high school",3,1,-1,40,13.5,540
"3770",4,35,47,"Male",1,"High school",1,1,1,40,35,1400
"3771",4,35,43,"Female",1,"High school",1,1,1,40,14.75,590
"3772",4,35,20,"Male",6,"High school",1,1,1,40,15,600
"3773",2,38,62,"Female",1,"High school",2,1,1,40,16,640
"3774",2,38,67,"Male",1,"Bachelor's degree",2,1,1,40,19.09,763.6
"3775",3,45,68,"Female",4,"Bachelor's degree",1,1,1,8,17,136
"3776",3,45,43,"Female",6,"Bachelor's degree",1,1,1,36,27.75,998
"3777",3,47,51,"Female",1,"Bachelor's degree",1,1,1,30,20.25,608
"3778",1,50,59,"Female",1,"Associate degree",1,1,1,22,18.64,410.08
"3779",3,54,26,"Male",1,"High school",1,1,1,40,20,800
"3780",3,54,50,"Female",4,"High school",1,1,1,45,21.6,1032
"3781",3,54,46,"Male",6,"High school",1,1,1,45,32,1440
"3782",3,54,77,"Male",6,"High school",1,1,1,40,20,800
"3783",3,54,63,"Female",4,"High school",1,1,1,40,14,560
"3784",3,54,68,"Female",4,"High school",1,1,1,40,33.62,1344.8
"3785",4,56,38,"Male",6,"No high school",3,1,1,35,16,560
"3786",2,26,38,"Female",1,"Bachelor's degree",1,1,1,32,34,1088
"3787",3,1,43,"Male",6,"High school",1,1,1,40,20.35,814
"3788",4,2,25,"Female",6,"Bachelor's degree",7,2,2,40,22,880
"3789",4,2,25,"Female",6,"High school",1,1,1,39,21,850
"3790",4,2,22,"Male",6,"Bachelor's degree",1,1,1,40,22,880
"3791",4,2,31,"Female",6,"High school",3,1,1,40,19,760
"3792",4,4,55,"Female",1,"High school",1,1,1,40,18,720
"3793",3,5,61,"Male",1,"High school",1,1,1,40,23.5,1010
"3794",3,5,31,"Male",4,"High school",1,1,1,40,20,800
"3795",3,5,61,"Female",5,"High school",2,1,1,40,24,960
"3796",3,5,52,"Male",1,"High school",1,1,1,40,17,680
"3797",3,5,48,"Male",1,"High school",1,1,1,40,17,680
"3798",3,5,48,"Female",1,"High school",1,1,-1,45,19,1073
"3799",3,5,20,"Female",6,"High school",1,1,-1,24,15,360
"3800",3,5,20,"Female",6,"High school",1,1,-1,40,19,1090
"3801",3,5,28,"Male",6,"High school",1,1,1,40,14,936
"3802",3,5,24,"Male",1,"High school",1,1,1,40,17,680
"3803",3,5,57,"Male",1,"High school",2,1,1,40,20.23,809.2
"3804",3,5,36,"Female",1,"High school",2,1,1,36,17.5,630
"3805",4,6,35,"Female",1,"Bachelor's degree",1,1,1,20,20,400
"3806",4,6,38,"Female",1,"Bachelor's degree",1,1,1,16,43,688
"3807",4,6,44,"Male",6,"No high school",1,1,1,40,25,1000
"3808",4,6,36,"Male",1,"High school",4,1,1,36,15.5,1058
"3809",4,6,23,"Female",6,"High school",3,1,1,40,14.5,580
"3810",4,6,28,"Male",6,"Bachelor's degree",1,1,1,5,1.15,4
"3811",4,6,29,"Male",6,"Bachelor's degree",1,1,1,50,40,3720
"3812",4,6,28,"Female",1,"High school",1,1,1,40,18,720
"3813",4,6,54,"Male",2,"High school",1,1,1,40,18,720
"3814",4,6,62,"Male",1,"High school",1,1,1,40,29.75,1190
"3815",4,6,41,"Male",1,"High school",1,1,1,40,18,720
"3816",4,6,33,"Male",2,"High school",1,1,1,40,39.25,1570
"3817",4,6,39,"Female",1,"High school",1,1,1,40,16,688
"3818",4,6,19,"Female",6,"High school",9,1,1,36,18,648
"3819",4,6,36,"Female",1,"Bachelor's degree",1,1,1,40,32,1280
"3820",4,6,33,"Male",1,"Associate degree",1,1,1,40,33,1320
"3821",4,6,39,"Male",6,"Bachelor's degree",4,1,1,40,46.5,1999.5
"3822",4,6,34,"Male",6,"Bachelor's degree",4,1,-1,40,25,1140
"3823",4,6,35,"Male",2,"Bachelor's degree",8,1,-1,40,46.5,1999.5
"3824",4,6,45,"Female",1,"High school",1,1,1,40,16,640
"3825",4,6,22,"Female",6,"High school",1,1,1,40,17,680
"3826",4,6,20,"Male",6,"High school",1,1,1,40,18,720
"3827",4,8,17,"Male",6,"No high school",1,1,1,20,14.25,460
"3828",1,9,22,"Female",6,"Associate degree",1,1,1,40,19,760
"3829",1,9,20,"Male",6,"High school",1,1,1,40,23.5,940
"3830",1,9,58,"Female",6,"Bachelor's degree",1,1,1,38,28,1064
"3831",3,10,21,"Female",6,"High school",2,1,1,32,15,480
"3832",3,11,55,"Female",1,"Bachelor's degree",4,1,1,55,38,2090
"3833",3,11,24,"Female",6,"Bachelor's degree",8,2,2,40,23,920
"3834",3,11,20,"Female",6,"High school",8,1,1,40,18,720
"3835",3,11,16,"Female",6,"No high school",8,1,1,36,15,540
"3836",3,11,25,"Female",6,"Bachelor's degree",1,1,1,40,17,898
"3837",3,12,62,"Male",1,"High school",1,1,1,30,25.5,765
"3838",3,12,22,"Male",6,"No high school",1,1,1,40,12,480
"3839",3,12,64,"Male",1,"High school",1,1,1,40,28,1120
"3840",3,12,44,"Male",1,"No high school",1,1,1,40,14,560
"3841",3,12,31,"Male",6,"High school",1,1,1,45,29,1730
"3842",3,12,27,"Female",6,"No high school",2,1,1,40,16,640
"3843",3,12,41,"Female",6,"High school",1,1,1,40,25.05,1002
"3844",3,12,33,"Female",6,"High school",1,1,1,40,23.65,946
"3845",3,12,23,"Male",6,"High school",1,1,1,40,22,880
"3846",3,12,44,"Male",1,"High school",1,1,1,40,42,1680
"3847",3,12,73,"Male",3,"High school",2,1,1,40,12,480
"3848",3,12,58,"Female",1,"No high school",1,1,1,40,21,840
"3849",3,12,62,"Male",1,"No high school",1,1,1,40,29,1160
"3850",3,12,62,"Female",1,"High school",1,1,1,40,31,1379.5
"3851",3,12,65,"Male",1,"High school",1,1,1,40,12.5,500
"3852",3,12,51,"Male",1,"High school",1,1,1,45,26.44,1189.8
"3853",3,12,24,"Female",6,"Bachelor's degree",1,1,1,30,10,300
"3854",3,12,22,"Male",6,"High school",1,1,1,30,15,450
"3855",3,12,37,"Male",6,"Bachelor's degree",1,1,1,40,30,1200
"3856",3,12,48,"Female",4,"High school",1,1,1,40,17.25,690
"3857",3,12,38,"Female",6,"Associate degree",6,1,1,40,22.13,885.2
"3858",3,12,19,"Male",6,"High school",6,1,1,40,20,800
"3859",3,12,36,"Female",4,"Associate degree",1,1,1,40,30,1420
"3860",3,13,24,"Female",1,"High school",2,1,1,40,18.25,730
"3861",3,13,24,"Male",1,"High school",2,1,1,40,26,1040
"3862",3,13,53,"Male",6,"High school",2,1,1,40,15,600
"3863",3,13,29,"Female",6,"High school",2,1,1,40,23,990.54
"3864",3,13,50,"Male",6,"High school",1,1,1,40,21.4,856
"3865",3,13,43,"Male",2,"High school",1,1,1,40,19,760
"3866",3,13,46,"Male",5,"No high school",1,1,1,40,14,560
"3867",3,13,50,"Male",6,"No high school",1,1,1,40,12,480
"3868",3,13,29,"Male",6,"No high school",1,1,1,40,18,720
"3869",3,13,35,"Male",6,"No high school",1,1,1,40,16,640
"3870",3,13,44,"Female",4,"High school",1,1,1,40,15.6,624
"3871",3,13,22,"Female",6,"High school",1,1,1,40,15,640
"3872",3,13,23,"Male",6,"High school",1,1,1,40,24,960
"3873",4,16,39,"Female",1,"Associate degree",1,1,1,40,10,400
"3874",2,17,48,"Male",1,"Bachelor's degree",1,1,1,40,45,1800
"3875",2,17,38,"Female",6,"Bachelor's degree",1,1,1,45,24,1080
"3876",2,17,45,"Male",2,"No high school",1,1,1,40,20.5,820
"3877",2,17,17,"Male",6,"No high school",1,1,1,40,11.5,460
"3878",2,17,25,"Male",2,"No high school",1,1,1,40,26,1040
"3879",2,17,31,"Male",6,"High school",1,1,1,40,18.4,736
"3880",2,17,73,"Female",3,"High school",1,1,1,40,25,1000
"3881",2,18,35,"Male",1,"High school",1,1,1,40,36.09,1443.6
"3882",2,19,35,"Female",1,"High school",1,1,1,40,17,680
"3883",2,19,48,"Female",4,"High school",1,1,1,40,16.32,652.8
"3884",2,20,29,"Male",6,"Associate degree",1,1,1,40,14,560
"3885",2,20,54,"Male",4,"No high school",1,1,1,40,25,1000
"3886",2,20,44,"Female",1,"Bachelor's degree",1,1,1,52,23,1198
"3887",2,20,44,"Male",1,"Bachelor's degree",1,1,1,40,19,760
"3888",2,20,30,"Male",6,"No high school",1,1,1,25,11,275
"3889",2,20,31,"Female",1,"Associate degree",3,1,1,35,23,805
"3890",2,20,41,"Female",1,"No high school",2,1,1,40,17,680
"3891",2,20,45,"Male",1,"No high school",2,1,1,40,15,600
"3892",3,21,59,"Male",1,"High school",1,1,1,40,35,1400
"3893",3,24,43,"Female",6,"No high school",3,1,1,20,14,280
"3894",3,24,55,"Female",1,"No high school",1,1,2,1,8.5,8
"3895",3,24,28,"Male",6,"High school",1,1,1,8,12,96
"3896",1,25,22,"Male",6,"High school",1,1,1,40,20,800
"3897",1,25,18,"Male",6,"High school",1,1,1,40,20,800
"3898",1,25,18,"Male",6,"High school",2,1,1,5,16,80
"3899",2,26,42,"Female",1,"High school",1,1,1,40,25,1000
"3900",2,26,39,"Male",1,"No high school",3,1,1,40,17,680
"3901",2,26,17,"Female",6,"No high school",3,1,1,20,15,300
"3902",2,26,65,"Male",1,"High school",1,1,1,20,20,400
"3903",2,26,39,"Male",6,"Bachelor's degree",1,1,1,40,16.25,775
"3904",2,26,18,"Female",6,"No high school",1,1,1,39,9,351
"3905",2,26,28,"Female",6,"Associate degree",2,1,1,36,18,1068
"3906",2,26,40,"Male",1,"High school",1,1,1,40,23,1092
"3907",2,26,47,"Female",1,"High school",1,1,1,40,24,1176
"3908",2,27,20,"Female",6,"High school",4,1,1,40,16,640
"3909",2,27,19,"Male",6,"High school",1,1,1,40,20,800
"3910",2,27,21,"Male",6,"Bachelor's degree",1,1,1,50,23,1150
"3911",2,27,39,"Female",1,"Associate degree",4,1,1,40,19,760
"3912",3,28,45,"Female",1,"High school",1,1,1,15,10,150
"3913",3,28,23,"Male",6,"High school",1,1,1,30,9.25,277.5
"3914",3,28,28,"Female",6,"High school",2,1,1,40,15,600
"3915",2,29,29,"Male",6,"High school",2,1,1,40,18.5,740
"3916",2,29,43,"Female",6,"Associate degree",1,1,1,40,10,400
"3917",2,29,44,"Female",1,"No high school",1,1,1,40,20,800
"3918",2,29,46,"Male",1,"High school",1,1,1,40,25,1000
"3919",2,29,19,"Male",5,"No high school",1,1,1,30,13,390
"3920",2,29,17,"Male",5,"No high school",1,1,1,30,13,390
"3921",2,29,26,"Male",6,"High school",2,1,1,40,18.5,740
"3922",2,31,21,"Male",6,"High school",1,1,1,25,20,500
"3923",2,31,39,"Female",1,"Bachelor's degree",1,1,1,14,22,308
"3924",2,31,64,"Female",1,"Associate degree",1,1,1,40,21,840
"3925",2,31,64,"Male",1,"Associate degree",1,1,1,50,24,1200
"3926",4,32,22,"Male",6,"High school",1,1,1,24,14.75,354
"3927",1,33,57,"Female",4,"High school",1,1,1,40,20,800
"3928",1,34,22,"Male",6,"High school",2,1,1,40,17,680
